文件名,文章内容,作文题目,作文分数
qinglihou_200505109525200283.txt,"我也认为父母是孩子的第一任老师。我们出生之后,最近的大人一般是自己的父母。所以我觉得父母给孩子的影响比学校大。生活上的习惯、说话、学习的习惯等等父母教孩子的事情很多。
对我来说，我小时候我的父母对我比较严格。比如说，吃饭的时候父母不让我挑食，让我吃各种各样的菜。而且他们不让我吃零食太多。因此现在的我身体很健康，也没有不喜欢吃的东西。
而且我小时候父母给我买很多文学书，不让我看漫画。那时候我有点儿不高兴。但是现在我知道的文学作品比别人比较多。而且我很喜欢看小说。这多亏父母。
我觉得父母跟老师不是完全一样的。父母对自己的孩子的爱是无限的。但是为了孩子的教育，有时候批评他也很重要。将来我当母亲的时候，我希望对孩子很好的第一任老师。",父母是孩子的第一任老师,70.0
qinglihou_200307212523100048.txt,"社会越来越发展，人口会不停的增加，一直增加到地球的资源毁灭。由于这样的情况，在农作物的生长过程中不得不用化肥和农药。因为不用化肥和农药的话,产量会大大降低,一直低到穷人买不起的地步。
我认为不挨饿比吃“绿色食品”重要。因为人口越来越增加，我们不只能原意吃“绿色食品”，而且吃使用化肥和农药的食品虽然对自身有毒害，但不会致死。我们吃前把农作物洗得干干净净就不会有太大的危险。
现在世界上有几亿人连使用化肥和农药的农作物也吃不了。他们一天一天辛苦得去找吃的、喝的，而我们在家里安安乐乐得吃。我们要回头看看这样的人。虽然“绿色食品”对身体好，但对他们来说是无关的。所以我们先不挨饿放在第一，“绿色食品”放在后面。
世界上有很多农业科学家们正在努力得找着用化肥和农染但对身体没害的方法。他们为了我们和未来忙着去找。我相信有一天他们找到用农药的“绿色食品”而全世界人吃得高兴又吃得健康。
　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　",绿色食品与饥饿,65.0
qinglihou_200510302523200159.txt,"流行歌曲总是有着非常多的听众。有些人特别喜欢流行歌曲，甚至对自己喜欢的歌星达到痴迷的程度。但是，也有些人不喜欢流行歌曲，甚至还有人非常蔑视流行歌曲。像这样很多人对流行歌曲有着各种各样的态度。那我呢？我比较喜欢流行歌曲，我对流行歌曲有着肯定的看法，我说一下我的看法。
因为学习太累，生活上压力大，我有时觉得闷闷不乐，不太开心，但是如果听一听、唱一唱流行歌曲，感觉就好多了，觉得很开心，兴奋。流行歌曲给人带来新的力量，新的活力。
最近很多心理医生用流行歌曲来治疗心理疾病患者。心理专家说：如果听流行歌曲的话，从人的身体内出来对身体有益的成分。可见，流行歌曲也有利于心理健康。
但是我在前面说的那样喜欢歌星到痴迷的程度或太过分的听流行歌曲而伤害身体健康是不行的。如果注意这些好好利用流行歌曲的话，它会给人类带来幸福的！",我看流行歌曲,70.0
qinglihou_200105550523250064.txt,"我亲爱的父母
你们好！你们近些日子过得怎么样？上个星期我只给你们打了一次电话，都怪我不好。我正在考试呢。那不是多有趣的事吧？平时懒写考时当写。这次考试比上次难一些。可你们不必担心。我一定要到最后一刻认真答题。好了！因我现在处境不好而多让你们挂念了。
我即将毕业，要立足于社会了。所以我忙于准备就业。白天上课，作业，温习什么的。晚上又要自学英语、汉语日语，甚至有时连饭也忘了吃。有时我也怕其结实会不及于心意。我弄得蜻蜓点水。可没有另外的路，只要用力只愿将来如愿以偿。
我给你们介绍一下这句话，就是“树欲静而风不止”。你们虽然不愿被风摇动，刮倒，但是因身附满枝叶（就是我们）而不停地受折磨。我衷心感谢你们。你们知道吗？最近我多么舒适，欢乐，因为我不久就能赚几份钱。我已选定了花工资来给你们买什么礼物，想知道吧？我可不露破绽！稍等一下。
好了，我说到这吧。",一封写给父母的信,65.0
qinglihou_200405680519150048.txt,"有人说，喝酒可以解愁；吸烟则可以帮助我们松驰心情。这句话到底有没有它的存在价值呢？我个人认为算是有吧。
在都市生活的市民，日夜都被城市的喧闹声、日常的压力等事不断地‘凶湃’过来无疑是件懊恼兼讨厌的事。所以，许多人开始用还可负担得起的香烟来解决此事。无可否认，香烟里的确含有使人可以放松心情的含料但这就代表说它真正地帮到我们吗？
不是！绝对不是！它虽然可暂时帮助我们松驰心情但它也带来给我们极大的‘破坏性’。那就是我们最宝贵的健康，一个有钱也无法得到的宝物。香烟本身已含有过多的毒质，当人吸香烟时无疑是把毒素一一地放入我们的体内，虽然那时候你会感觉到无比地快活但你却不知道你的寿命却比一般人少得多。
医学表示，吸烟可以使你极有可能得癌症而且你的肺也不再血淋淋的色彩了而是乌黑般的两个肉块。这不但使你的呼吸系统出现严重的问题而且也面临着死亡呢。
可能一部分的人会说，使我爽就好了反正我自己的性命由我自己主宰又不是什么伤天害理的事。这么说的人，我更有责任狠狠地一巴掌打下去。这是什么废话，难道你不知道吸二手烟的人永远患病的机率比吸烟者高，难道这不叫是害人吗？所以说，我们身为地球的一份子不是说你想怎样就怎样。毕竟这是我们的家，我们有必要把它整理清洁。",吸烟对个人健康和公众利益的影响,95.0
qinglihou_200510919919150029.txt,父母就像孩子的老师，我觉得孩子的生活环境品性都是父母最在乎的。我记得我从小到大，父母亲都在我的旁不停地为我加油打气。父母也可被视为孩子的榜样，大人做的每件事，孩子们都看着。不管他们是否有不对的行为，孩子都看得一清二楚，就这样孩子也沿袭了父母的过过。以前的时代跟现在不同了，在父母的年代，每个父母不希望他们的孩子有任何的过失或其他的坏处，他们认为任何不好的榜样会带给他们不好的未来。现代的孩子们在家以外的事都不说给父母听，他们觉得父母只是他们的利用物，这种行为成了许多孩子的榜样。所以我认为从小开始父母要把他们的孩子管教好，同时父母也要做好父母该做的事，要处处小心他们的一举一动。带给他们压力。父母有时也要和子女分享他们生活的看法和如何处理一件事，如何不要带给他们坏的影响。父母其实不希望孩子在他们背后做坏事，也不希望被别人看不起，所以父母都是想教好他们的孩子，同时也成为他们的老师。,父母是孩子的第一任老师,70.0
qinglihou_200209550523250873.txt,"所谓“代沟”就是两代人之间在行为、生活态度以及价值观念等方面存在的差异。随着社会的发展，代沟的间距越来越小，现在很多人开玩笑地说：“双胞胎之间也有代沟”，这句话证明代沟问题已经相当严重了。那么如何解决“代沟”问题呢？我下面从三个方面来谈谈其方法吧。
第一，从长者的角度来说吧。家长常常强迫孩子听自己的话，不努力去了解孩子是怎么想的。这样下去，结果会适得其反。最近社会上竟争很激烈，父母们工作很忙，但作为父母应该多抽出时间跟孩子多聊，这时，如果跟孩子有了冲突的部分，那么跟孩子一起分析冲突的原因，多讲道理以至孩子自己明白是非。
第二，从晚辈的角度来说吧。作为晚辈，应该多理解父母的苦心，父母批评你时，不想把你怎么样，而是想让你少走弯路，不让你误入歧途，父母毕竟是过来人，你要静下来听他们的话。
最后，从社会角度来说，社会应该提供一些两代人沟通的机会。比如说，现在电视节目中有家人一起参加一种游戏，为的是家人更加团结。像这样的节目多起来的话会更容易解决“代沟”问题。再比如社区内开办教老年人电脑班，让长者多接触新的知识，那样做，跟年轻人说时，障碍会少得多。
总之，上述的内容都能实现的话，我相信能解决“代沟”问题。",如何解决“代沟”问题,80.0
qinglihou_200209550523150175.txt,"父母和子女生长的环境不一样，所以父母很难理解子女的情况，子女也不能了解父母的心这样的情况持续发生的话，就容易引起家庭的不和谐音。为了克服父母和子女之间的问题，家人都需要不断地努力。首先创造父母和子女在一起的时间。这时父母和子女的谈话可以使问题比以前少。可是父母的工作很忙，子女需要自己的时间，这样的话,找家人都喜欢的爱好或者运动。家人一起看电影以后，互相发表自己的意见，家人都看书以后，发表读后感。还有旅游使人开心，安静，父母带子女去古代的宫殿，历史馆等，这时交换自己的想法或看法非常有益。因为父母的工作很忙，所以越跟子女对话的机会少越父母和子女之间的问题严重。父母和子女为克服这个问题愿意主动地努力的话，解决“代沟”问题是容易的。",如何解决“代沟”问题,60.0
qinglihou_200510529529151010.txt,"多元化的社会对任何事物都有不同的观点，对流行歌曲亦]}如是，就看自己喜好程度如何而已。然而有些所谓歌迷的行为却让人不敢恭维，事实上可能连他们也不知道自己是喜欢歌星唱的歌还是喜欢歌星英俊帅气的脸或是漂亮可爱的脸蛋。
流行歌曲有着非常多的听众这是不争的事实，各个行业、各个年龄段、各个阶层都有广大的听众，也一直陪伴我度过不同的人生阶段，也为我增加了不少的欢笑，当我听到当年的歌曲思绪久久不能平静，毕竟有太多的往事是值得回忆的。
近几年来的流行歌曲让我这等年纪来听真可谓不知所云，歌词没有深度，口音不正，听新的流行歌曲就如活受罪，流行歌曲虽说要跟着时代走，但也应顾及社会阶层，毕竟对社会有极深的影响。",我看流行歌曲,70.0
qinglihou_199500533533200027.txt,"父亲应是对我影响最大的一个人。自小，父亲就扮演着严父的角色，无论是在思想、行为还是志向都一直教导着我。
父亲出生于中国台山，未受高深教育，却勤俭好学。十几岁飘洋南来寻生活。当时，他在工余之际，上夜校修读英文与自修马来文，但对中文的热忱却始终如一。我小时候，他常买书籍给我，鼓励我多阅读与求知的欲望。至今的我，虽是英校生，却能口操流利的广东话与家人畅谈，只因父亲一直都教我饮水思源之道。
由于父亲自小贫穷，他有一个志愿，就是要让他的孩子——即我与弟弟不愁吃、不愁穿及供及我们念书，所以他非常努力工作，却把钱花在我俩身上。我自小就知道父亲挣钱不易，又常记得他的教诲。至今，若不是急必，我都不乱花钱。
那我的志向呢？看着父亲的辛勤与取之社会，用诸社会的言行，我自小至今立志成为一个对社会有用的人。我并不一定得成为大律师或什么有名望的人，只要在我的领域也出一份力量，如当社工，也算尽了我一份绵力了，更何况，我决不会把供养父母的责任加于社会。
父亲是在近年来才有宗教信仰的，可他从不勉强我们，还鼓励我们对其它的信仰有更深的了解，不然我家又怎会家和了这么多年呢？（母亲是基督教徒、父亲是佛教徒）。
有着重大的影响，他鼓励我们接受新事物、接受新挑战，他也一直在扮演着一个领导、扶持的角色，即像是一座灯塔，给我指引前程。我由衷地感谢他。
他说“不入虎穴，焉得虎子”，况且我们还年轻，“塞翁失马，焉知非福”，",记对我影响最大的一个人,85.0
qinglihou_200104124523100422.txt,"爸爸、妈妈：身体好吗？我在这里挺好。你们也是很好吧！今年我成了四年级学生。我觉得第一次来中国的事像昨天似的，可是时间过得这么快。哥哥也是在这里挺好的。哥哥是四年级下学期的学生。马上毕业以后回国。我知道因为我们两个人在中国学汉语，肯定父母的压力很大。我们两个都不好意思。爸、妈别担心，我回韩国努力工作、赚钱、买房……。
第一次来中国的时候我什么都不知道，一句话也听不懂、一句话也不会说，因此越来越没有兴趣。一个朋友也没有，所以妈妈特别担心。可是现在是完全不一样的。中国朋友、韩国朋友、日本朋友都有，而且我对中国历史很有兴趣，每天上网的时候，进韩国网站的时间比进中国网站查中国历史的时间更多。
爸爸、妈妈你们已经可以放心。我可以自己独力，自己思考，自己解决以后面对的所有问题。那到此为止，回到韩国再见
再见我的父母
2001年4月15号",一封写给父母的信,70.0
qinglihou_200310576525200047.txt,"我是日本的女子中学毕业的。拿我的经验来说，无论男女分班，还是混合式教学，对人的成长没有特别的影响。
我认为，在中国社会刚出现女子学校，许多人感到好奇，而引起了争论。不管是什么样的人，接受新的“文化”时，感到不安。传统的混合式教育的确是可靠的，但女子学校也有好处。
比如，家长们所认为的“可以避免学生早恋”也许是女子学校的好处之一。教室里的人都是女的。一般的情况来说，根本找不到恋人（对象）。谈恋爱大概会影响到学习，如果这个根本原因没有了，那么很多女学生大概会顺利考上高等学校。
另外，在女子学校学习的女学生，很可能有机会培养自己的独立性和自尊心。很少机会靠男学生做某种事情，所以在学校里，当学生干部的、学生领导的都是女的。早一点开始培养自己的这种能力，对以后的学习和社会生活可能有很多好处。
以上只不过是我个人的看法。希望你们中国朋友继续争论，好好研究。谢谢。",我对男女分班的看法,70.0
qinglihou_200510111523101843.txt,"如果我们这世界里没有音乐的话，我们的生活，肯定没有意思。所以人们从古代到现在一直把音乐发展，变成了。音乐的发展变化呢，那是几乎完全随着每个民族、每个音乐家所要求，口味的。
我觉得，流行歌曲也许经过这一些过程产生，那音乐性就是现代人——我们自己，或现代音乐家——的口味。但这是我一个人的观点，不是一般的。而且我们一般所说的“流行”的区别也是随着一般大部分人的决定。居前面的内容说，我以为那样是否喜欢流行歌的人产生的原因也在这方面。世界上的所有的人，他们每个人的兴趣都不一样，那是理所当然的。对我来说，就比较喜欢流行歌曲，但不是那么达到痴迷的程度，所以我对现在的这么极地喜欢流行歌的现状，我感到悲哀。
世界上的人都有自己的想法，兴趣。所以我们重每个人的想法，兴趣。那可以成世界和平。",我看流行歌曲,55.0
qinglihou_200209550523150820.txt,"说起“代沟”问题，我就感到头疼。我是今年十八岁的韩国的高中学生。平常生活中，在很多地方、很多方面遇到代沟问题。在家里跟父母对话、生活上感到很多观念、思想方面的差异，在学校跟老师生活、交流也感到很多困难。到底为什么和长辈们发生这些问题呢？
我想最大的原因就是时代的快速变化。现在我们生活的环境、文化时时刻刻不断地变着。现在我们生活在信息时代、世界化时代。很多东西在变，很多新事物也不停地出现在我们的面前。可是时代在变化，而长者们的思想不变。他们的想法还是跟以前一样停留不变。所以在现代生活的很多方面发生着“代沟”的问题。那么如何解决这种问题呢？
其实答案很简单。“对话”就是这个问题的答案。长者和晚辈之间需要对话。通过常常的对话，要找相互之间的差异和问题，来解决代沟问题。现代生活中，家庭内或者学校内“对话”不够，所以产生这种问题。我希望今后长者和晚辈之间多对话，能好好解决本时代的“代沟”问题。
（ 204T",如何解决“代沟”问题,80.0
qinglihou_200509534533150184.txt,"李经理：
我是，今日致此信的目的是想申请一份经理的职位。
我今年二十八岁，二十六岁时在英国牛津大学毕业，所修读的科目是经济学，所修到的程度则是博士学位。后来我到了一家旅游公司当财务部经理，任职两年。我在那里是负责公司所要的财务运作与帐单，以及公司的开销。从那一次的经验里，我学到了如何去管理公司的财务，以及如何减少公司的开销。但是，由于那家公司太远，我做了两年还是无法适应环境，所以便辞职了，想找一家比较靠近我家的公司上班。
我精通英语和华语，而且也会马来语，那是因为我在初中及高中的时候修读马来文这一科。况且，从中学开始我就一直在担任我班的财务主任，一直以来都在负责收钱。因此，我对我自己有绝对的信心能胜任此经理的职位，能把这份工作给做好。
况且，我也曾担任过中文学会里的主席，曾经管理过几十多名会员，所以我对自己的领导能力有绝对的信心，相信自己可以领导同事与公司，走向繁荣的道路。
希望您能尽快答复我。
谢谢
 敬上
17-09-2005",一封求职信,75.0
qinglihou_200510111523201623.txt,"音乐是我们生活当中的很大的一部分。音乐给人们可以带来乐趣，而且给人们留下来的影响是挺大的。所以我把音乐当成是一种艺术。虽然我喜欢音乐也喜欢流行歌曲，但是我对流行歌曲有反对的一种看法。因为近年来的好的流行歌曲基本上多是差不多的。歌曲也没什么特色基本上都包含着爱情的内容，而且有些流行歌曲的歌词甚至还有骂人的话。
音乐特别是流行歌曲给人的影响确实很大，而且流行歌曲对青少年的影响是最大的。所以在成长期当中的青少年一直听这种一律相同的没有个性的而且歌词不好的音乐，就是对智性方面有不好的影响了。所以我认为流行歌曲是太商业化了。不要把音乐作为商业用的一种工具。
我希望把流行歌曲也作为给人们带来休闲的，对情绪好的一种真正的艺术。",我看流行歌曲,75.0
qinglihou_199605104523200278.txt,我在韩国的时候已经听说过这“三个和尚没水喝”类似的传说。那个时候我觉得又好玩又奇怪。“他们为什么这样？把一个人做的事大家一起做多么方便啊。”我是这么想的。那个时候我还小，简单的事情也不太懂，只知道两种好的是好的，不好的是不好的，不了解人们的心理。人们的心理（包括我）是很微妙的。一个人对我非常非常好，那么我自己不觉得要小心，对他乱说，不讲礼貌。可是这个人忽然对我很冷谈，那么那天天始看他的脸色。他为什么忽然变成这样呢？我得罪他了吗？还是他要什么东西？比以前更小心。真不象话的事情不过常常发生这些事情吧。放假的时候我每次回家，我的家里没有别的女性，就是我和妈妈。妈妈很高兴，因为我回来那么可以帮助她可是不一定。一回家就出去玩，我认为家里还有女人，就是妈妈，所以我不必做家里的事情有的时候吧，我的妈妈也不干，我也不干。妈妈她每天干的事情也不干，因为我回来了。其实我这样的女孩不好，我也知道。不过一回家就不想干活儿。为什么呢？因为妈妈在。现在我很理解这传说。人们都这样。,由“三个和尚没水喝”想到的……,70.0
qinglihou_200205205525200020.txt,"我认为“安乐死”是在世界上大家都关心的问题。
对“安乐死”，每个国家都有各自的看法和理解。一九九四年初，在中国农村，发生了一件事：妻子得了一种不治之症，十分痛苦，要求丈夫帮助她自杀。在中国的法律上，这件事是属于杀人罪。丈夫虽然帮助妻子自杀，但是这是在死者的要求下进行的，是为了解脱死者和家人的痛苦，不应该受到法律的制裁。我从他的家属的角度来看，我同意不应该受到法律的制裁。不过从另一个角度，就是国家、社会伦理的角度来看，这件事还是应该受到法律的制裁。
我觉得还是家里人谨慎地考虑病人的状况，让她的生活过得快乐一点。绝对不要放弃希望，一家人团结起来，互相体贴，互相鼓励，绝不要唉声叹气。任劳任怨，含辛茹苦，使她的生活过得美好一点。世界上有不少的病人为自己的不治之症而痛苦，有着说不出来的苦恼。我希望他们不要选择绝望之路，让他们选另一条光明之路。
我觉得“安乐死”这个问题，还有很多解决不了的问题。请每个国家进一步考虑“安乐死”的问题。",如何看待“安乐死”,80.0
qinglihou_199409543501200221.txt,"汉语是一种很有“个性”的语言，每一个字的组合都有自己的意思，而且词组丰富，有一种令我越学越想学的吸引力，令我了解汉语的兴趣大增。
身为中国人，我以我的国家为荣。要深入了解一个国家的历史、文化、风俗等，就非要懂得它的语言不可，坦白说，汉语是一种不易学的语言，汉字的结构繁杂，要有很持久的毅力才能把这种语言学好，特别是比较常用的词句也有五千多个。
虽然学习汉语不容易，但在学习的过程中可真有不少乐趣，尤其是当你能够用汉语跟中国及其他华籍人士沟通的时候，那种喜悦是无以言表的。以我为例，在学习普通话的过程中，我因事要到北京公干，于是我好好地把握这个机会，用普通话跟北京的同胞谈话，忽然我们的隔膜不翼而飞，这都是因为我们能够用同一个语言沟通呢！
学习汉语的苦处我并没有真正地体会到，可能是因为我太喜欢这个语言啦，就是遇到有困难的地方，对我来说，也是微不足道的！
谢谢]！",学习汉语的苦与乐,85.0
qinglihou_200405109525201602.txt,"前几天，我在日本的报纸上看了“日本东京的一个区实行了对公共场所边走边抽烟的人罚款的措施”的记载。日本也中国一样，日本政府对抽烟者的增加考虑解决方法，采取了各种各样的措施。这是现代的时代的潮流。
“吸咽给人的身体人的健康不好的影响”这是众所周知的事。但这不仅仅对吸咽的人，而且对周围的人产生不好的影响。这是大概五年前美国的专家发表的。
最近，在路上经常看到女人吸咽的情景。以前，大部分男人吸烟。如果女人在肚子里有孩子的时候吸咽的话，对孩子真的不好，给孩子的发育很大的影响。
有人说“吸咽这个行为对我们一点儿也没有好处。”所以最近我们听到这样的声音：“让我们消灭烟吧。”
最近，允许抽烟的地方越来越少了。这对我来说很好。这个措施是为了保持整洁，并帮助青年少年养成良好的习惯。",吸烟对个人健康和公众利益的影响,75.0
qinglihou_200505680519250009.txt,"身为一个现代女性，我认为男女之间最理想的相识方式应该是从自己有同样生活背景和文化中去认识对方。
何谓从自己同样生活背景和文化中去认识另一方？这就是说当一个男人或女人想要寻找一个可以陪伴自己走完人生的伴侣时，最容易的方式就是从自己身边的朋友群开始，哪怕是通过红娘或是自己采取主动方式来认识对方。
我认为人与人之间的沟通与了解是需要时间的，所以当我们认识了一个异性朋友后，我们应该慢慢地去了解对方，知道彼此的性格、喜好、家庭背景和人生观等等。这样一来，彼此才会培养出真正的感情。
这样的方式走过来的男男女女，在未来一同生活的日子当然会比那些相亲的伴侣来得了解对方。即使有一天真的成了夫妻，也必然有很好的婚姻生活。
相识、相知、相惜、相爱，应该是每一对男女都该走过的旅程。这样的方式也应该是最理想的方式。",最理想的结交方式,85.0
qinglihou_200405109523200686.txt,"烟是个完全无益的东西。第一，吸烟对健康非常不好。越吸烟，吸烟者的肺越坏。这不是吸烟者的问题，对周围的人也不好。如果不吸烟的人吸着烟雾，肺受到的影响比吸烟者更大。这样吸烟不仅损害自己的健康，而且损害别人的健康。
第二，我觉得大部分的吸烟者有一种毛病，那就是把抽完的烟随便扔。我们任何地方都容易看见这样的拉圾。这是违反公共准则的行为，而且是引起环境污染的行为。
为了维护公众的利益和人们的健康，为了保护环境，各个国家不允许人们随便抽烟。这是很好的现象。吸烟者的地方越来越少。有的吸烟者不满意。但是为了自己和大家的健康，这样的现象应该保持下去。
除了从社会角度来看以外，我个人的想法是这样：如果吸烟越不方便，吸烟率越下降。越下降吸烟率，买烟的浪费率也越下降。这样的话，自然帮助家庭和国家的经济。
我本来非常讨厌抽烟的人，而且吸烟引起了这么多的社会问题，我更讨厌。我们应该改掉这样不好的习惯。
142P",吸烟对个人健康和公众利益的影响,60.0
qinglihou_200104124525200066.txt,"亲爱的妈妈：
妈妈好！您最近身体怎么样？我七岁的时候，你就病倒了，去世了。所以呢，现在您在我不知道的另外一个世界。怎么样？那儿的生活过得还可以吧？
我呢？我和您离别已经十四年了。时间过得真快。我也已经二十一岁了，已经成年人了。
您还在我的世界的时候，我才只不过是个小女孩，什么都不懂，做什么事都要依靠您。可是现在呢，我还可以了解这世界的各种各样。也可以了解我爸爸的辛苦。现在您看我怎么样？长大了吧？爸爸经常对我说，我越大越像您。您就是我爸爸最爱的人，也是我和我妹妹的唯一母亲。所以我们三个都希望无论什么时候您都幸福，万事如意，身体健康。
我呢，我为了您和爸爸的期望，我一定会努力而成功的。我希望您无论在什么地方，都要为我牵挂，给我最大的爱。谢谢！亲爱的爸爸：
您怎么样？现在我比较担心您的身体。因为您的工作太忙了，而且还要您一个人教育我和我妹妹。
现在我也长大了。所以您也不用一个人做辛苦的。我们两个女儿因为都是女的，所以我最担心的是，我们嫁给别人后，您一个老人怎么办？请多多保重身体。",一封写给父母的信,75.0
qinglihou_200209550523250132.txt,"代沟是指两代人之间很多方面存在的差异。这个现象是很久以前就有的。父母常常骂孩子的时候说“以前没有这样不好的行为，你为什么这样做？”可是父母也仔细想一想的话，父母也听过那样的说话。虽然做的事情不一样但是父母的父母也不能理解孩子的生活方式或者观念等，所以一定发生过那种情况。
代沟的原因是人生的时代不同的。特别是年青的时候，父母年青时和现在的情况非常大。那时候没有的东西现在有，那时候想不到的事情现在可以实现。所以人们思想需要改变。年青的时候我们的思想和观念可以说开放的。可是老了以后出现新思想的话不能接受、不能理解，所以有代沟问题。
解决代沟的方法是一个，就是父母和子女互相理解。父母想现在子女的生活方式跟以前他们不一样，所以理解。孩子呢，虽然现在跟以前不一样可是让父母理解自己现在的方式。那样的话代沟问题渐渐能解决了吧。",如何解决“代沟”问题,65.0
qinglihou_199312123529200932.txt,"李文先生：
我看到你方招聘启事。我是泰国人来中国已经2年了。我学的专业是旅游地理}。我是1989年从曼谷大学毕业的。在大学里我一边学习一边工作我已经工作了3年1991年我才来到北京我今年25岁现在我在语言学院上课今年我就要毕业了所以我想要在北京找旅游方面的工作。我工作的时候去过很多国家也来过中国很多很多次。
这两2年以来我一直找时间在中国访问每个地区的少数民族和很多有名的地方。
因为现在在泰国也有一个公司他们想让我在他那个公司工作。但我还没打算回泰国作工作所以我想在你这工作。你可以先给我试工三个月，如果你觉得不好或者有什么问题你可以不要我
希望你能够给我一个很好的消息。
我的地址在下边。
                             1993 12 20",一封求职信,60.0
qinglihou_200304522522250022.txt,现今，我们所生存的这个地球；是个环境污染、充满噪音的地球。虽然对我们的身体健康有害，但相反的若我们生存在一个静音的环境之下，我们将不能听到世界上各种完全不同的声音，而是每天都过着静音的生活。日子一久，也许人都会跟着变得越来越呆板。有时静中能听到很微小的自然界中某种奇妙尖叫声，若是独自在家中，突然脑中太过敏感悲哀了，那是什么声音啊！会是什么鬼叫声吗？因为世上的许多事宁可信其有，不可信其无。事事难料嘛。另一方面，大马路上没有了交通汽车，火车，摩托车，天空不再有飞机出现，因为那些都会发出噪音的东西，那么，我们人类岂不是要回到原始的古代。交通不便，没有科学发达的竞争，生活素质就不会提高等。一律排出噪音，对我们每个人都是不利的。,静音环境对人体的危害,75.0
qinglihou_199500533533200033.txt,"我父亲对我的影响最大。刚过了廿七岁生日，回首一看，流逝的岁月里渗透了太多已离世十年的父亲的回忆……
在我懂事时的印象中，父亲就是个沉默的男人。因思想意识的距离，他从未跟母亲多说话，听到的多是母亲的自怨自艾，看到的是弟弟对他冷落母亲的敌视态度。可父亲这个没落的富家子弟，全不当一回事，他还是很率性地活着，偶尔唱唱歌，看看戏，欢乐痛苦个人尝，反正家用照给，偶尔我需要学习什么，花费什么，他总是鼓励我，要我成为陈家第一个大学生！如今这愿望空了，他也已离开我多年。回想起来，我从没当他是败家子或负心汉，他默默教会了我怎么用沉默承受压力，用苦心去奋斗，用爱心疼应该疼的人。我想，这世上需要的，还不是多一分爱心和耐心吗？
父亲，我怀念您。",记对我影响最大的一个人,75.0
qinglihou_200509534533250128.txt,"李文先生：
您好！本人是，今日通过报章获悉贵旅游公司正在招聘人才。因此，本人特此致涵求贵公司的经理一职，希望贵公司在详读本人的资料后可慎重考虑我的申请。
本人今年刚满三十，从刚踏入社会工作至今已有五年的工作经验，而其中三年便累积了人事管理的经验。本人从小靠着努力而在每次升学考试中成绩都不俗，因此在进入南洋理工大学的商学院之前都就读于国内颇有名气的学府。在大学里本人就读工商管理，并顺利地在四年里通过不懈的努力考获硕士学位。在大学期间，本人也利用课余时间参加我校篮球队，以队长身份带领队友参加无数次比赛。
在五年的工作期间，本人也获得前雇主津贴到夜校上了日语课程，并考获文凭。本人在前公司任经理一职时累积了不少领导员工的经验，并凭着良好的学习态度升上经理一职。
因此，本人希望贵公司可慎重考虑我的申请。我殷切期待加入贵公司，参与业务的发展。本人的联系地址如下：21号朝阳路，新加坡邮区912896，希望贵公司可以早日回复。
2005年9月17日
上",一封求职信,75.0
qinglihou_200510205801200074.txt,"对我而言，我非常地喜欢流行歌曲，不管是快歌还是慢歌，只要是我觉得好听的，流行的，我都会喜欢。
我和我的好朋友经常会聊流行歌曲，比如除若宣的一比一，或是狠狠爱，我们都非常喜欢，只要谁谁谁出了新歌，我们一群人就会发疯的去听，然后讨论自己对这首歌的看法。
流行歌的由来也是看人们对它热爱的程度，有些歌，比如《老鼠爱大米》这首歌非常的红，曾经有很多人问那个歌手，为什么这首歌如此地受大家热爱，连英文版的都有了。那位创造人说：“因为这首歌是口水歌，唱起来非常顺口，节奏也不是很快，有点像情歌。”但我认为，如果你想要一首歌成为流行歌，那就不仅要让你自己喜欢，也要让别人喜欢上这首歌。再比如前一段时间，光良的童话也非常流行，很多年轻人都喜欢，可是经过调查，百分之八十的年轻人喜欢这首歌，因为他们觉得这首歌是情歌，UTV不错，可是谁又知道百分之七十五的人不喜欢那首歌，因为他们觉得太慢了。
所以，我个人而言觉得流行歌曲是大家都喜欢的歌，可是流行也就是大家都跟着别人学，只有那样，流行歌才会流行。
话说回来，我和我的朋友们也是在和别人学，一听到什么歌开始流行了，我们就去听，不管好不好听，我们还是会听一遍。
我是一个非常喜欢流行的人，特别我也喜欢流行歌。",我看流行歌曲,75.0
qinglihou_199312124523100245.txt,"李文先生
您好！
我是北京语言学院现代汉语专业部的，四年级学生，我快要毕业了，所以正在找工作。我前几天在报纸上看过贵公司的招聘启事，而且我早就听到过贵公司的名声，因此利用这次的机会想报名。那首先简单地介绍我自己。
今年25岁，相貌端正，成绩优秀，会说两种语言（英语，日语），再补充的话，我已经当过好几次的导游，因此比较了解这种职业的特点，而且我已经去过不少的地方，所以对于中国的各个地方、各个地方的风俗、文化这些方面都比别人熟悉，我上大学以后一直一边学习一边做工作，虽然我的成绩不算最好，但经历过好多事情，这就是我的特长，我非常愿意在贵公司里做工作我期待你们的好消息。",一封求职信,65.0
